file,folder,slides,ships,hard,advisory,hard_codes,advisory_codes,dims,fonts_offending,colors_offending,tier_slides,diagnostic_slides,markers_present,teacher_prep,concept_bank,links_slide,teacher_note,day_dividers,n_aspects,critical_aspects,move1_pass,move1_verdict,coordination,coordination_candidates,conditional_types,visibility_declared,bank_relates,what_if,slide_types_ordered
▶ LIVE — Cycle 14 — DNA Structure & Replication.pptx,Cycle 14 — DNA Structure & Replication (Unit 3),32,False,3,5,H-FORMAT-FONT; H-CONCEPT-BANK; H-TEACHER-NOTE,A-PALETTE-DRIFT; A-TN-ITEMS; A-NO-FUSION; A-CA-NOT-DECLARED; A-VISIBILITY,9144000x6858000,Calibri,999999,2,12,Critical aspect; Pattern break; Build-a-rule; What-if,1,0,1,0,3,2,Each strand is a template | Semiconservative replication,True,S8: comparison ;; S18: named alternatives,,,,False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Contrast Set > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Content/Explanation > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > What if > Optional challenge > Optional challenge > Relates to me > Day divider > Closing checklist > Links slide > Image credits
▶ LIVE — Cycle 15a — Genes & Chromosomes — with Concept Bank.pptx,Cycle 15 — Protein Synthesis (Central Dogma) (Unit 4),33,False,1,5,H-TEACHER-NOTE,A-TN-ITEMS; A-NO-FUSION; A-CA-NOT-DECLARED; A-VISIBILITY; A-BANK-NO-RELATE,9144000x6858000,,,2,12,Critical aspect; Pattern break; Build-a-rule; What-if,1,1,1,0,3,2,A chromosome carries many genes | Alleles are versions of the same gene,True,"S8: comparison, named alternatives ;; S17: comparison, change condition",,,,False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Contrast Set > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Content/Explanation > What if > Optional challenge > Optional challenge > Relates to me > Concept Bank > Day divider > Closing checklist > Links slide > Image credits
▶ LIVE — Cycle 15a — Genes & Chromosomes.pptx,Cycle 15 — Protein Synthesis (Central Dogma) (Unit 4),32,False,2,4,H-CONCEPT-BANK; H-TEACHER-NOTE,A-TN-ITEMS; A-NO-FUSION; A-CA-NOT-DECLARED; A-VISIBILITY,9144000x6858000,,,2,12,Critical aspect; Pattern break; Build-a-rule; What-if,1,0,1,0,3,2,A chromosome carries many genes | Alleles are versions of the same gene,True,"S8: comparison, named alternatives ;; S17: comparison, change condition",,,,False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Contrast Set > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Content/Explanation > What if > Optional challenge > Optional challenge > Relates to me > Day divider > Closing checklist > Links slide > Image credits
▶ LIVE — Cycle 15b — Protein Synthesis — with Concept Bank.pptx,Cycle 15 — Protein Synthesis (Central Dogma) (Unit 4),33,False,1,5,H-TEACHER-NOTE,A-TN-ITEMS; A-NO-FUSION; A-CA-NOT-DECLARED; A-VISIBILITY; A-BANK-NO-RELATE,9144000x6858000,,,2,12,Critical aspect; Pattern break; Build-a-rule; What-if,1,1,1,0,3,2,Transcription | Translation,True,S8: comparison ;; S18: comparison,,,,False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Contrast Set > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Content/Explanation > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > What if > Optional challenge > Optional challenge > Relates to me > Concept Bank > Day divider > Closing checklist > Links slide > Image credits
▶ LIVE — Cycle 15b — Protein Synthesis.pptx,Cycle 15 — Protein Synthesis (Central Dogma) (Unit 4),32,False,2,4,H-CONCEPT-BANK; H-TEACHER-NOTE,A-TN-ITEMS; A-NO-FUSION; A-CA-NOT-DECLARED; A-VISIBILITY,9144000x6858000,,,2,12,Critical aspect; Pattern break; Build-a-rule; What-if,1,0,1,0,3,2,Transcription | Translation,True,S8: comparison ;; S18: comparison,,,,False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Contrast Set > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Content/Explanation > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > What if > Optional challenge > Optional challenge > Relates to me > Day divider > Closing checklist > Links slide > Image credits
▶ LIVE — Cycle 16a — Stem Cells and Differentiation — with Concept Bank.pptx,Cycle 16 — Mutations & Gene Expression (Unit 4),37,False,2,6,H-FORMAT-HEX; H-TEACHER-NOTE,A-TN-ITEMS; A-MOVE1-NO-DIFF; A-NO-FUSION; A-CA-NOT-DECLARED; A-VISIBILITY; A-BANK-NO-RELATE,9144000x6858000,,,4,14,Critical aspect; Pattern break; Build-a-rule; What-if,1,1,1,0,3,2,Differentiation | Potency,False,"S8: comparison, named alternatives ;; S19: NO DIFFERENCE",,,,False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Contrast Set > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > 3-Tier Question > Response slide > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > 3-Tier Question > Response slide > Content/Explanation > Content/Explanation > What if > Optional challenge > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits
▶ LIVE — Cycle 16a — Stem Cells and Differentiation.pptx,Cycle 16 — Mutations & Gene Expression (Unit 4),36,False,3,5,H-FORMAT-HEX; H-CONCEPT-BANK; H-TEACHER-NOTE,A-TN-ITEMS; A-MOVE1-NO-DIFF; A-NO-FUSION; A-CA-NOT-DECLARED; A-VISIBILITY,9144000x6858000,,,4,14,Critical aspect; Pattern break; Build-a-rule; What-if,1,0,1,0,3,2,Differentiation | Potency,False,"S8: comparison, named alternatives ;; S19: NO DIFFERENCE",,,,False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Contrast Set > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > 3-Tier Question > Response slide > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > 3-Tier Question > Response slide > Content/Explanation > Content/Explanation > What if > Optional challenge > Optional challenge > Relates to me > Day divider > Links slide > Image credits
▶ LIVE — Cycle 16b — Genetic Mutations — with Concept Bank.pptx,Cycle 16 — Mutations & Gene Expression (Unit 4),32,False,2,5,H-FORMAT-HEX; H-TEACHER-NOTE,A-TN-ITEMS; A-NO-FUSION; A-CA-NOT-DECLARED; A-VISIBILITY; A-BANK-NO-RELATE,9144000x6858000,,,3,13,Critical aspect; Pattern break; Build-a-rule; What-if,1,1,1,0,3,2,Point mutation vs. frameshift | Silent vs. harmful,True,"S8: comparison, change condition ;; S19: change condition",,,,False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Contrast Set > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > 3-Tier Question > Response slide > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > What if > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits
▶ LIVE — Cycle 16b — Genetic Mutations.pptx,Cycle 16 — Mutations & Gene Expression (Unit 4),31,False,3,4,H-FORMAT-HEX; H-CONCEPT-BANK; H-TEACHER-NOTE,A-TN-ITEMS; A-NO-FUSION; A-CA-NOT-DECLARED; A-VISIBILITY,9144000x6858000,,,3,13,Critical aspect; Pattern break; Build-a-rule; What-if,1,0,1,0,3,2,Point mutation vs. frameshift | Silent vs. harmful,True,"S8: comparison, change condition ;; S19: change condition",,,,False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Contrast Set > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > 3-Tier Question > Response slide > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > What if > Optional challenge > Relates to me > Day divider > Links slide > Image credits
▶ LIVE — Cycle 16c — Mutations and Genetic Disorders — with Concept Bank.pptx,Cycle 16 — Mutations & Gene Expression (Unit 4),33,False,2,6,H-FORMAT-HEX; H-TEACHER-NOTE,A-TN-ITEMS; A-MOVE1-NO-DIFF; A-NO-FUSION; A-CA-NOT-DECLARED; A-VISIBILITY; A-BANK-NO-RELATE,9144000x6858000,,,3,13,Critical aspect; Pattern break; Build-a-rule; What-if,1,1,1,0,3,2,Somatic vs. germline | Gene vs. chromosome,False,"S8: NO DIFFERENCE ;; S19: comparison, change condition",,,,False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Contrast Set > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > 3-Tier Question > Response slide > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > What if > Optional challenge > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits
▶ LIVE — Cycle 16c — Mutations and Genetic Disorders.pptx,Cycle 16 — Mutations & Gene Expression (Unit 4),32,False,3,5,H-FORMAT-HEX; H-CONCEPT-BANK; H-TEACHER-NOTE,A-TN-ITEMS; A-MOVE1-NO-DIFF; A-NO-FUSION; A-CA-NOT-DECLARED; A-VISIBILITY,9144000x6858000,,,3,13,Critical aspect; Pattern break; Build-a-rule; What-if,1,0,1,0,3,2,Somatic vs. germline | Gene vs. chromosome,False,"S8: NO DIFFERENCE ;; S19: comparison, change condition",,,,False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Contrast Set > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > 3-Tier Question > Response slide > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > What if > Optional challenge > Optional challenge > Relates to me > Day divider > Links slide > Image credits
▶ LIVE — Cycle 16d — Biotechnology — with Concept Bank.pptx,Cycle 16 — Mutations & Gene Expression (Unit 4),33,False,2,5,H-FORMAT-HEX; H-TEACHER-NOTE,A-TN-ITEMS; A-NO-FUSION; A-CA-NOT-DECLARED; A-VISIBILITY; A-BANK-NO-RELATE,9144000x6858000,,,3,13,Critical aspect; Pattern break; Build-a-rule; What-if,1,1,1,0,3,2,Selective breeding vs. genetic engineering | Recombinant DNA,True,S8: comparison ;; S20: comparison,,,,False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Contrast Set > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Content/Explanation > Activity > 3-Tier Question > Response slide > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > What if > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits
▶ LIVE — Cycle 16d — Biotechnology.pptx,Cycle 16 — Mutations & Gene Expression (Unit 4),32,False,3,4,H-FORMAT-HEX; H-CONCEPT-BANK; H-TEACHER-NOTE,A-TN-ITEMS; A-NO-FUSION; A-CA-NOT-DECLARED; A-VISIBILITY,9144000x6858000,,,3,13,Critical aspect; Pattern break; Build-a-rule; What-if,1,0,1,0,3,2,Selective breeding vs. genetic engineering | Recombinant DNA,True,S8: comparison ;; S20: comparison,,,,False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Contrast Set > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Content/Explanation > Activity > 3-Tier Question > Response slide > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > What if > Optional challenge > Relates to me > Day divider > Links slide > Image credits
▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution — with Concept Bank.pptx,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),32,False,1,5,H-TEACHER-NOTE,A-TN-ITEMS; A-NO-FUSION; A-CA-NOT-DECLARED; A-VISIBILITY; A-BANK-NO-RELATE,9144000x6858000,,,2,12,Critical aspect; Pattern break; Build-a-rule; What-if,1,1,1,0,3,2,Fossils record change over time | Independent lines of evidence,True,S8: comparison ;; S19: comparison,,,,False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Contrast Set > Content/Explanation > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > What if > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits
▶ LIVE — Cycle 17 — Darwin & Evidence of Evolution.pptx,Cycle 17 — Darwin & Evidence of Evolution (Unit 4),31,False,2,4,H-CONCEPT-BANK; H-TEACHER-NOTE,A-TN-ITEMS; A-NO-FUSION; A-CA-NOT-DECLARED; A-VISIBILITY,9144000x6858000,,,2,12,Critical aspect; Pattern break; Build-a-rule; What-if,1,0,1,0,3,2,Fossils record change over time | Independent lines of evidence,True,S8: comparison ;; S19: comparison,,,,False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Contrast Set > Content/Explanation > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > What if > Optional challenge > Relates to me > Day divider > Links slide > Image credits
▶ LIVE — Cycle 18 — Natural Selection & Adaptation — with Concept Bank.pptx,Cycle 18 — Natural Selection & Adaptation (Unit 4),33,False,1,6,H-TEACHER-NOTE,A-TN-ITEMS; A-CA-NOT-DECLARED; A-COND-NO-REASON; A-VISIBILITY; A-BANK-NO-RELATE; A-WHATIF,9144000x6858000,,,2,12,Critical aspect; Pattern break; Build-a-rule; What-if,1,1,1,0,3,2,Variation is the raw material for selection | The environment decides which traits survive,True,"S8: comparison, change condition ;; S19: comparison, named alternatives, change condition",stock-and-flow model (slide 9),,Stock-and-flow model (slide 9),False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Stock-and-flow model > Contrast Set > Content/Explanation > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > What if > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits
▶ LIVE — Cycle 18 — Natural Selection & Adaptation.pptx,Cycle 18 — Natural Selection & Adaptation (Unit 4),32,False,2,5,H-CONCEPT-BANK; H-TEACHER-NOTE,A-TN-ITEMS; A-CA-NOT-DECLARED; A-COND-NO-REASON; A-VISIBILITY; A-WHATIF,9144000x6858000,,,2,12,Critical aspect; Pattern break; Build-a-rule; What-if,1,0,1,0,3,2,Variation is the raw material for selection | The environment decides which traits survive,True,"S8: comparison, change condition ;; S19: comparison, named alternatives, change condition",stock-and-flow model (slide 9),,Stock-and-flow model (slide 9),False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Stock-and-flow model > Contrast Set > Content/Explanation > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Activity > What if > Optional challenge > Relates to me > Day divider > Links slide > Image credits
▶ LIVE — Cycle 19 — Speciation & Biodiversity — with Concept Bank.pptx,Cycle 19 — Speciation & Biodiversity (Unit 4),31,False,1,9,H-TEACHER-NOTE,A-PALETTE-DRIFT; A-TN-ITEMS; A-MOVE1-NO-DIFF; A-CA-NOT-DECLARED; A-COND-NO-REASON; A-VISIBILITY; A-BANK-NO-RELATE; A-WHATIF,9144000x6858000,,333333,2,12,Critical aspect; Pattern break; Build-a-rule; What-if,1,1,1,0,3,2,How new species form | What makes a grouping useful,False,S8: NO DIFFERENCE ;; S18: NO DIFFERENCE,stock-and-flow model (slide 9),,Stock-and-flow model (slide 9),False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Stock-and-flow model > Contrast Set > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > What if > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits
▶ LIVE — Cycle 19 — Speciation & Biodiversity.pptx,Cycle 19 — Speciation & Biodiversity (Unit 4),30,False,2,8,H-CONCEPT-BANK; H-TEACHER-NOTE,A-PALETTE-DRIFT; A-TN-ITEMS; A-MOVE1-NO-DIFF; A-CA-NOT-DECLARED; A-COND-NO-REASON; A-VISIBILITY; A-WHATIF,9144000x6858000,,333333,2,12,Critical aspect; Pattern break; Build-a-rule; What-if,1,0,1,0,3,2,How new species form | What makes a grouping useful,False,S8: NO DIFFERENCE ;; S18: NO DIFFERENCE,stock-and-flow model (slide 9),,Stock-and-flow model (slide 9),False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Stock-and-flow model > Contrast Set > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > What if > Optional challenge > Relates to me > Day divider > Links slide > Image credits
▶ LIVE — Cycle 20 — Human Impact Capstone — with Concept Bank.pptx,Cycle 20 — Human Impact (Capstone) (Unit 4),31,False,1,6,H-TEACHER-NOTE,A-TN-ITEMS; A-CA-NOT-DECLARED; A-COND-NO-REASON; A-VISIBILITY; A-BANK-NO-RELATE; A-WHATIF,9144000x6858000,,,2,12,Critical aspect; Pattern break; Build-a-rule; What-if,1,1,1,0,3,2,Renewable vs. nonrenewable | Non-native vs. invasive,True,"S8: comparison, named alternatives ;; S18: comparison",stock-and-flow model (slide 9),,Stock-and-flow model (slide 9),False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Stock-and-flow model > Contrast Set > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > What if > Optional challenge > Relates to me > Concept Bank > Day divider > Links slide > Image credits
▶ LIVE — Cycle 20 — Human Impact Capstone.pptx,Cycle 20 — Human Impact (Capstone) (Unit 4),30,False,2,5,H-CONCEPT-BANK; H-TEACHER-NOTE,A-TN-ITEMS; A-CA-NOT-DECLARED; A-COND-NO-REASON; A-VISIBILITY; A-WHATIF,9144000x6858000,,,2,12,Critical aspect; Pattern break; Build-a-rule; What-if,1,0,1,0,3,2,Renewable vs. nonrenewable | Non-native vs. invasive,True,"S8: comparison, named alternatives ;; S18: comparison",stock-and-flow model (slide 9),,Stock-and-flow model (slide 9),False,False,1,Teacher reference > Teacher Prep > Day divider > Bellringer > Content/Explanation > Content/Explanation > Content/Explanation > Content/Explanation > Stock-and-flow model > Contrast Set > Content/Explanation > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > Day divider > Content/Explanation > Contrast Set > Build a Rule > Pattern Break > 3-Tier Question > Response slide > Activity > What if > Optional challenge > Relates to me > Day divider > Links slide > Image credits
